x,y,bool_1,bool_2,value,Seen
209.89405822753903,288.22760009765625,True,False,0.6489426493644714,True
200.05612182617188,298.1335144042969,True,False,0.3314342498779297,True
216.19354248046875,296.3611755371094,True,False,0.282998114824295,True
207.87071228027344,304.15899658203125,True,False,0.4580121338367462,True
196.053466796875,348.232421875,True,False,0.5978705286979675,True
206.23350524902344,320.0981140136719,True,False,0.7796898484230042,True
210.06382751464844,286.0179748535156,True,False,0.7204498648643494,True
200.3456878662109,295.84161376953125,True,False,0.3505517840385437,True
217.50547790527344,294.17193603515625,True,False,0.3272092342376709,True
207.9666748046875,302.0072937011719,True,False,0.4913847744464874,True
197.90538024902344,348.1663818359375,True,False,0.6005764603614807,True
206.1835174560547,319.9349670410156,True,False,0.7899466753005981,True
211.93307495117188,282.0098571777344,True,False,0.798429548740387,True
202.1341552734375,291.8406066894531,True,False,0.4427280724048614,True
218.15716552734372,292.031494140625,True,False,0.4041875898838043,True
209.71604919433597,298.0221862792969,True,False,0.5837408304214478,True
198.05514526367188,347.91668701171875,True,False,0.5930312275886536,True
206.16943359375,317.9755249023437,True,False,0.7902246117591858,True
213.69976806640625,279.8504333496094,True,False,0.8052523732185364,True
202.41351318359372,288.01861572265625,True,False,0.4546308219432831,True
219.7344665527344,289.9716186523437,True,False,0.4342899918556213,True
209.9034576416016,295.9195556640625,True,False,0.6409521102905273,True
198.0839080810547,345.96044921875,True,False,0.5727568864822388,True
206.22862243652344,316.037841796875,True,False,0.7793263792991638,True
212.23106384277344,272.158203125,True,False,0.8606746792793274,True
203.76370239257807,282.1522216796875,True,False,0.4806114733219147,True
219.80262756347656,282.248291015625,True,False,0.4520902335643768,True
209.97874450683597,289.8586730957031,True,False,0.6418150663375854,True
198.0734100341797,340.0731506347656,True,False,0.5861108899116516,True
207.8671112060547,310.0445861816406,True,False,0.771932065486908,True
212.0980529785156,269.9744873046875,True,False,0.814956545829773,True
203.7621612548828,279.98492431640625,True,False,0.4893324077129364,True
219.67041015625,280.0414733886719,True,False,0.4322962164878845,True
209.95008850097656,286.0834655761719,True,False,0.659610390663147,True
199.9042816162109,339.8440246582031,True,False,0.5601136684417725,True
207.79376220703125,308.05401611328125,True,False,0.7337691783905029,True
210.1499786376953,266.1483459472656,True,False,0.8217793703079224,True
201.99151611328125,276.2958984375,True,False,0.565475344657898,True
218.0293426513672,277.8789978027344,True,False,0.4601658284664154,True
209.72219848632807,283.91094970703125,True,False,0.7191146016120911,True
201.8543701171875,336.1868591308594,True,False,0.5510600209236145,True
207.89041137695312,306.0706787109375,True,False,0.7268113493919373,True
209.9850616455078,264.2494506835937,True,False,0.8526628613471985,True
201.83404541015625,275.98565673828125,True,False,0.5811834335327148,True
217.78353881835935,275.9444274902344,True,False,0.5021349191665649,True
208.1927947998047,281.94830322265625,True,False,0.7683793902397156,True
202.0349578857422,335.9140319824219,True,False,0.5614491105079651,True
207.9126434326172,305.9919738769531,True,False,0.7228545546531677,True
209.99700927734372,266.2234802246094,True,False,0.7992239594459534,True
200.07423400878903,277.9416198730469,True,False,0.4709729552268982,True
216.1158905029297,276.1264038085937,True,False,0.4419768154621124,True
208.02517700195312,282.0271301269531,True,False,0.6710705161094666,True
200.1475524902344,335.988525390625,True,False,0.5724074244499207,True
207.7983856201172,305.951416015625,True,False,0.7106224894523621,True
207.88070678710935,267.9456481933594,True,False,0.7716239094734192,True
199.73069763183597,280.0984802246094,True,False,0.4967682063579559,True
214.11715698242188,276.2191467285156,True,False,0.4205288589000702,True
206.27493286132807,284.01434326171875,True,False,0.6283658742904663,True
200.13766479492188,336.01129150390625,True,False,0.5574260354042053,True
207.7738800048828,307.9366149902344,True,False,0.7058724164962769,True
205.74940490722656,266.2989807128906,True,False,0.7348025441169739,True
197.80441284179688,280.111572265625,True,False,0.4797950088977813,True
212.09800720214844,274.3969116210937,True,False,0.3783306777477264,True
205.911865234375,283.9298095703125,True,False,0.590021014213562,True
200.14659118652344,336.045654296875,True,False,0.5625703930854797,True
207.80491638183597,306.0779724121094,True,False,0.6813814043998718,True
202.12088012695312,264.1952819824219,True,False,0.6894296407699585,True
195.8146209716797,278.0837707519531,True,False,0.4514643549919128,True
209.93338012695312,272.1180419921875,True,False,0.3645303845405578,True
204.0860748291016,280.0389404296875,True,False,0.5348866581916809,True
202.0780029296875,335.9031677246094,True,False,0.5693345069885254,True
207.74441528320312,304.0704040527344,True,False,0.6778880953788757,True
201.66448974609372,256.0347900390625,True,False,0.6290918588638306,True
192.2095642089844,270.0948486328125,True,False,0.3782523870468139,True
207.6747131347656,265.95623779296875,True,False,0.3193504512310028,True
201.91542053222656,273.9039611816406,True,False,0.4946427643299103,True
203.93658447265625,328.0884094238281,True,False,0.5049360394477844,True
205.99935913085935,298.0276184082031,True,False,0.7634532451629639,True
200.1736602783203,250.09158325195312,True,False,0.667156994342804,True
192.07748413085935,265.9521484375,True,False,0.3727725446224212,True
207.6156311035156,261.9757995605469,True,False,0.3789567649364471,True
200.3449249267578,268.1351928710937,True,False,0.5556886196136475,True
194.07061767578125,318.1809387207031,True,False,0.5631664991378784,True
205.69065856933597,292.0248718261719,True,False,0.7626652121543884,True
201.923095703125,244.08645629882807,True,False,0.7903470993041992,True
192.3002471923828,259.8479919433594,True,False,0.3394757211208343,True
207.7481842041016,254.24591064453125,True,False,0.4427951574325561,True
201.6655120849609,262.0958251953125,True,False,0.5086811184883118,True
194.07933044433597,310.2381591796875,True,False,0.6026323437690735,True
204.20188903808597,283.93121337890625,True,False,0.7673287391662598,True
201.9553985595703,241.7637939453125,True,False,0.7900868058204651,True
193.7665863037109,255.7847900390625,True,False,0.3709917962551117,True
207.9258728027344,250.1457977294922,True,False,0.5027995109558105,True
201.7765045166016,258.1357116699219,True,False,0.6147274971008301,True
201.83956909179688,307.9515991210937,True,False,0.6171292662620544,True
204.2354736328125,278.0814514160156,True,False,0.7221705317497253,True
199.67613220214844,234.0014190673828,True,False,0.6978738307952881,True
190.2970428466797,249.93247985839844,True,False,0.4550682306289673,True
205.8524169921875,244.0834197998047,True,False,0.5547888278961182,True
199.98529052734372,254.00814819335935,True,False,0.7518944144248962,True
201.9840087890625,299.9247131347656,True,False,0.6777275204658508,True
203.7906494140625,271.95703125,True,False,0.7610964775085449,True
195.99432373046875,226.08702087402344,True,False,0.5946938991546631,True
188.1682586669922,242.050537109375,True,False,0.4318756461143493,True
202.15863037109372,234.3588714599609,True,False,0.5810056924819946,True
197.720458984375,246.00457763671875,True,False,0.5858504772186279,True
202.04605102539065,294.0437927246094,True,False,0.6924132108688354,True
201.85997009277344,266.0893859863281,True,False,0.7768444418907166,True
194.0871124267578,215.9228057861328,True,False,0.6567429900169373,True
186.0756683349609,229.99403381347656,True,False,0.4356671273708343,True
200.21717834472656,227.98681640625,True,False,0.5801845192909241,True
194.0693359375,232.0880279541016,True,False,0.4502663910388946,True
202.0878753662109,287.9986877441406,True,False,0.629734456539154,True
198.2490997314453,259.9803771972656,True,False,0.7445662021636963,True
195.99542236328125,206.0158233642578,True,False,0.6967416405677795,True
184.3115081787109,220.2212371826172,True,False,0.5403890013694763,True
201.83029174804688,220.01019287109372,True,False,0.6220892667770386,True
193.88449096679688,224.0075836181641,True,False,0.634403645992279,True
201.913330078125,282.0328063964844,True,False,0.5895722508430481,True
197.6889190673828,253.98715209960935,True,False,0.7660918235778809,True
193.9947052001953,194.3619384765625,True,False,0.7109358906745911,True
184.15399169921875,210.0838165283203,True,False,0.5349398255348206,True
201.7989501953125,208.20497131347656,True,False,0.5963011980056763,True
192.2407989501953,213.97537231445312,True,False,0.6593072414398193,True
190.24380493164065,267.890869140625,True,False,0.6624826788902283,True
194.2333526611328,239.86920166015625,True,False,0.7816905379295349,True
193.9461212158203,188.36024475097656,True,False,0.7318980097770691,True
185.75930786132807,203.90415954589844,True,False,0.5268312692642212,True
201.80162048339844,202.0918884277344,True,False,0.554694414138794,True
193.7878570556641,205.96389770507807,True,False,0.6281715035438538,True
194.0131683349609,261.9873352050781,True,False,0.5820732712745667,True
194.2440643310547,231.9698181152344,True,False,0.7525439858436584,True
195.98757934570312,183.9282073974609,True,False,0.6435704827308655,True
183.97445678710935,197.9018096923828,True,False,0.5376119613647461,True
200.0709228515625,197.90042114257807,True,False,0.5871284008026123,True
192.1181640625,201.8741607666016,True,False,0.7308815717697144,True
193.9369354248047,255.8941650390625,True,False,0.5891010761260986,True
194.0855407714844,225.9416961669922,True,False,0.7146133184432983,True
197.9602508544922,178.1020965576172,True,False,0.5703704357147217,True
182.093505859375,191.97999572753903,True,False,0.5304644107818604,True
199.9532012939453,191.9264373779297,True,False,0.6046876311302185,True
191.9867401123047,193.9698638916016,True,False,0.7784141898155212,True
193.8943634033203,248.0285186767578,True,False,0.6700214743614197,True
193.93150329589844,219.90234375,True,False,0.7015606760978699,True
200.2865753173828,168.142822265625,True,False,0.3491578996181488,True
180.04360961914062,177.91493225097656,True,False,0.4891184270381927,True
199.73146057128903,179.9688262939453,True,False,0.5176057815551758,True
189.9785614013672,180.1071014404297,True,False,0.746830940246582,True
194.01031494140625,234.02403259277344,True,False,0.6310219168663025,True
190.0028381347656,204.0983428955078,True,False,0.7626897096633911,True
376.0188903808594,370.0249328613281,True,False,0.3130147457122803,True
177.9689483642578,172.1147003173828,True,False,0.4151228070259094,True
197.8274688720703,174.05763244628906,True,False,0.4253919124603271,True
188.1459808349609,174.16136169433594,True,False,0.667812168598175,True
193.9271545410156,228.02122497558597,True,False,0.5957923531532288,True
189.6732177734375,197.97393798828125,True,False,0.7238613963127136,True
376.016357421875,370.015869140625,True,False,0.3106668591499328,True
176.10960388183594,167.9437713623047,True,False,0.4134381413459778,True
195.8298492431641,168.05592346191406,True,False,0.3543748557567596,True
187.8576812744141,169.89892578125,True,False,0.6225191950798035,True
184.2174530029297,219.81336975097656,True,False,0.632162868976593,True
187.9651336669922,190.0355987548828,True,False,0.8063828349113464,True
181.5646514892578,147.74356079101562,True,False,0.4609738886356354,True
175.9622802734375,162.2150115966797,True,False,0.3749319612979889,True
189.95274353027344,154.172119140625,True,False,0.324824571609497,True
186.1699676513672,164.1647491455078,True,False,0.5670452117919922,True
182.26817321777344,212.0459442138672,True,False,0.6355162262916565,True
187.865234375,183.9393615722656,True,False,0.7745936512947083,True
175.8701171875,138.0727996826172,True,False,0.6052703857421875,True
172.2534637451172,153.78807067871094,True,False,0.3489283919334411,True
186.14114379882807,144.12599182128906,True,False,0.3832006752490997,True
184.2059783935547,156.20489501953125,True,False,0.4879296422004699,True
186.16319274902344,198.0422821044922,True,False,0.6643852591514587,True
185.9329833984375,171.87124633789062,True,False,0.711588442325592,True
170.054931640625,131.88787841796875,True,False,0.6982951164245605,True
197.64096069335935,181.83560180664065,True,False,0.4025884866714477,True
183.87826538085935,138.12973022460938,True,False,0.454351007938385,True
185.95391845703125,178.24168395996094,True,False,0.4163328111171722,True
186.0342254638672,190.0771026611328,True,False,0.5309903025627136,True
183.93521118164065,164.01564025878906,True,False,0.6829802989959717,True
171.70391845703125,116.45661926269533,True,False,0.6240637898445129,True
165.77928161621094,139.77450561523438,True,False,0.450637936592102,True
179.70452880859375,128.0828094482422,True,False,0.4553439915180206,True
173.91993713378906,133.98707580566406,True,False,0.6342617869377136,True
184.10641479492188,182.1200714111328,True,False,0.6047423481941223,True
181.79837036132807,158.1276397705078,True,False,0.6267209649085999,True
169.8210906982422,110.23614501953124,True,False,0.5344194769859314,True
161.95889282226562,122.21322631835938,True,False,0.4682224094867706,True
175.8683624267578,116.44649505615234,True,False,0.3424240946769714,True
170.12527465820312,127.9582977294922,True,False,0.6218158602714539,True
178.01824951171875,174.18382263183594,True,False,0.5427254438400269,True
180.0023956298828,155.99771118164062,True,False,0.4898450076580047,True
167.83724975585938,97.99988555908205,True,False,0.5903699398040771,True
187.84837341308597,143.96450805664062,True,False,0.449773371219635,True
171.82852172851562,154.0268096923828,True,False,0.39972585439682,True
180.2273406982422,151.8036346435547,True,False,0.4463807642459869,True
172.09327697753906,162.27914428710938,True,False,0.5044418573379517,True
171.95571899414062,127.98612213134766,True,False,0.7558425664901733,True
165.81680297851562,91.62762451171876,True,False,0.4895960986614227,True
187.74012756347656,138.14698791503906,True,False,0.6251649856567383,True
170.03732299804688,145.8099365234375,True,False,0.4180148541927337,True
179.71092224121094,140.1268768310547,True,False,0.3802826702594757,True
170.0540008544922,154.01510620117188,True,False,0.4817946553230285,True
170.2666015625,120.02466583251952,True,False,0.8076098561286926,True
163.8244171142578,84.1172103881836,True,False,0.5247007012367249,True
185.8268280029297,134.2967987060547,True,False,0.48262819647789,True
168.14491271972656,139.58067321777344,True,False,0.282099038362503,True
176.23275756835938,135.96270751953125,True,False,0.2570699751377105,True
169.91685485839844,146.28677368164062,True,False,0.4671742916107178,True
168.2661895751953,113.92578887939452,True,False,0.759053111076355,True
161.4515838623047,77.85700225830078,True,False,0.486736387014389,True
183.61463928222656,129.71044921875,True,False,0.4892108738422394,True
165.83682250976562,133.88717651367188,True,False,0.3070292770862579,True
173.8374786376953,129.7487335205078,True,False,0.3444966375827789,True
156.118896484375,81.84244537353516,True,False,0.4310934245586395,True
166.1625213623047,106.1636199951172,True,False,0.7921431064605713,True
157.9631805419922,63.85131072998047,True,False,0.4527626931667328,True
177.90467834472656,115.73715209960938,True,False,0.546004593372345,True
161.90060424804688,123.9551010131836,True,False,0.2664449214935303,True
168.11221313476562,116.21955108642578,True,False,0.5084971189498901,True
152.18283081054688,65.95532989501953,True,False,0.5600505471229553,True
161.97097778320312,96.06783294677734,True,False,0.7336350679397583,True
157.5106201171875,60.311222076416016,True,False,0.466271162033081,True
176.01890563964844,111.72927856445312,True,False,0.4133240282535553,True
163.5030517578125,65.99303436279297,True,False,0.239125981926918,True
166.10044860839844,112.10568237304688,True,False,0.3731826841831207,True
166.102294921875,123.88590240478516,True,False,0.5834370851516724,True
160.06385803222656,92.1045913696289,True,False,0.7834358811378479,True
154.18502807617188,59.67097091674805,True,False,0.4916451275348663,True
174.13275146484375,111.77657318115234,True,False,0.3869009017944336,True
161.8494110107422,62.42909622192383,True,False,0.2649165093898773,True
164.248291015625,110.41168212890624,True,False,0.3029280006885528,True
162.1256561279297,121.96086883544922,True,False,0.6199218034744263,True
160.07553100585938,91.99414825439452,True,False,0.8347793817520142,True
153.53106689453125,58.07646560668945,True,False,0.4808037877082824,True
175.9354705810547,111.96543884277344,True,False,0.3181535899639129,True
160.13888549804688,62.13636779785156,True,False,0.2371207922697067,True
165.5381622314453,109.98212432861328,True,False,0.2438255548477172,True
164.02833557128906,121.94190216064452,True,False,0.6168851256370544,True
160.2264404296875,91.95026397705078,True,False,0.8280232548713684,True
147.72402954101562,57.99257659912109,True,False,0.4985449314117431,True
175.98794555664062,109.95874786376952,True,False,0.3740680515766144,True
155.53439331054688,60.07955551147461,True,False,0.2511642277240753,True
165.98056030273438,109.95277404785156,True,False,0.2534924745559692,True
162.0424041748047,120.1766128540039,True,False,0.6117561459541321,True
160.03851318359375,90.01557159423828,True,False,0.8253615498542786,True
146.03504943847656,58.00546646118164,True,False,0.4917721450328827,True
175.80868530273438,108.15715026855467,True,False,0.3029557168483734,True
154.01280212402344,60.06185150146485,True,False,0.257635235786438,True
165.81951904296875,109.98473358154295,True,False,0.2354102581739425,True
162.08909606933594,120.09968566894533,True,False,0.604314386844635,True
159.88194274902344,90.08397674560548,True,False,0.8104733824729919,True
145.91029357910156,59.848628997802734,True,False,0.4517798125743866,True
174.12608337402344,108.15857696533205,True,False,0.2960553467273712,True
153.8234405517578,60.39033126831055,True,False,0.263734757900238,True
165.71849060058594,110.01722717285156,True,False,0.2489150911569595,True
162.12730407714844,120.18218231201172,True,False,0.5775161385536194,True
159.94805908203125,91.98841857910156,True,False,0.8065220713615417,True
143.6267852783203,63.86621856689453,True,False,0.5006870627403259,True
142.09841918945312,77.77387237548828,True,False,0.3396600484848022,True
151.9186553955078,63.86078643798828,True,False,0.3224886059761047,True
165.80274963378906,110.06595611572266,True,False,0.2507499754428863,True
164.0981903076172,121.84968566894533,True,False,0.5351055264472961,True
160.13088989257812,93.9229965209961,True,False,0.7946763634681702,True
136.01658630371094,73.81720733642578,True,False,0.8936446309089661,True
141.86630249023438,86.35394287109375,True,False,0.5947487950325012,True
146.20999145507812,70.13062286376953,True,False,0.528788685798645,True
148.0974884033203,80.01325225830078,True,False,0.4282001554965973,True
164.13543701171875,122.00950622558594,True,False,0.5829088687896729,True
160.24574279785156,94.04903411865234,True,False,0.8529497981071472,True
132.16400146484375,77.90911102294922,True,False,0.9165834188461304,True
139.97616577148438,90.20133972167967,True,False,0.6580299735069275,True
143.9781494140625,74.0338363647461,True,False,0.5772631168365479,True
144.4767608642578,82.20697784423828,True,False,0.4812604188919067,True
164.19357299804688,122.03497314453124,True,False,0.5766440033912659,True
159.9814910888672,94.13275909423828,True,False,0.8615623712539673,True
128.20108032226562,80.11870574951172,True,False,0.9561287760734558,True
137.96804809570312,93.75520324707033,True,False,0.7781450152397156,True
140.081298828125,76.08502197265625,True,False,0.6354895830154419,True
142.1783447265625,84.17111206054688,True,False,0.6780270934104919,True
164.1854705810547,121.9801025390625,True,False,0.602776825428009,True
158.1475372314453,94.05500030517578,True,False,0.8592439293861389,True
125.91326904296876,80.03585052490234,True,False,0.898357093334198,True
133.977783203125,93.8320083618164,True,False,0.7163246870040894,True
136.08837890625,76.1284408569336,True,False,0.58329176902771,True
138.2159881591797,84.28838348388672,True,False,0.5915347337722778,True
164.17018127441406,121.83741760253906,True,False,0.6104729771614075,True
155.91070556640625,94.0305404663086,True,False,0.8398445248603821,True
116.25576782226562,82.1254653930664,True,False,0.8723570108413696,True
125.99088287353516,94.30799102783205,True,False,0.7347737550735474,True
127.79418182373048,78.06610107421875,True,False,0.5831502079963684,True
130.04412841796875,86.20736694335938,True,False,0.6156808733940125,True
162.25350952148438,119.82302856445312,True,False,0.4955842494964599,True
148.06578063964844,92.12035369873048,True,False,0.8069868683815002,True
113.81114959716795,81.86959075927734,True,False,0.8987960815429688,True
123.76837921142578,94.0775146484375,True,False,0.75001460313797,True
123.96622467041016,77.75043487548828,True,False,0.5909056663513184,True
126.22756958007812,84.4400405883789,True,False,0.6501884460449219,True
168.0146026611328,118.07659912109376,True,False,0.3737154006958008,True
146.11593627929688,91.8906707763672,True,False,0.783440351486206,True
